date,spot,fut
2020-11-27,971.11,974.5
2020-11-30,965.89,966.0
2020-12-01,976.35,980.3
2020-12-02,979.95,979.0
2020-12-03,985.44,988.0
2020-12-04,984.34,987.0
2020-12-07,992.01,994.5
2020-12-08,992.3,993.0
2020-12-09,1004.03,1008.0
2020-12-10,994.28,1002.0
2020-12-11,1008.65,1008.1
2020-12-14,1024.28,1026.0
2020-12-15,1013.02,1014.7
2020-12-16,1029.72,1028.0
2020-12-17,1016.95,1016.3
2020-12-18,1036.65,1043.5
2020-12-21,1049.71,1057.0
2020-12-22,1052.23,1060.3
2020-12-23,1045.7,1055.0
2020-12-24,1033.95,1042.6
2020-12-25,1052.13,1064.9
2020-12-28,1054.23,1066.0
2020-12-29,1058.39,1067.1
2020-12-30,1059.16,1070.1
2020-12-31,1070.77,1083.9
2021-01-04,1091.87,1109.4
2021-01-05,1104.3,1111.0
2021-01-06,1113.72,1125.0
2021-01-07,1130.59,1148.9
2021-01-08,1147.86,1176.6
2021-01-11,1163.4,1193.1
2021-01-12,1169.03,1191.9
2021-01-13,1164.57,1192.0
2021-01-14,1168.99,1188.9
2021-01-15,1182.2,1190.5
2021-01-18,1173.34,1177.0
2021-01-19,1107.32,1104.8
2021-01-20,1116.21,1125.0
2021-02-05,1135.5,1139.9
2021-02-08,1092.59,1092.0
2021-02-09,1129.49,1130.3
2021-02-17,1174.91,1176.6
2021-02-18,1187.94,1187.3
2021-02-19,1180.59,1178.0
2021-02-22,1180.55,1173.1
2021-02-23,1182.47,1186.4
2021-02-24,1167.18,1162.0
2021-02-25,1169.82,1182.0
2021-02-26,1175.06,1176.7
2021-03-01,1191.83,1193.0
2021-03-02,1194.71,1194.0
2021-03-03,1195.6,1199.5
2021-03-04,1174.29,1181.3
2021-03-05,1173.83,1169.0
2021-03-08,1170.0,1165.0
2021-03-09,1163.0,1158.5
2021-03-10,1172.26,1178.9
2021-03-11,1188.71,1191.3
2021-03-12,1187.81,1190.0
2021-03-15,1190.86,1188.8
2021-03-16,1187.84,1186.2
2021-03-17,1193.45,1197.8
2021-03-18,1211.54,1211.5
2021-03-19,1203.36,1208.0
2021-03-22,1198.54,1192.4
2021-03-23,1186.98,1184.5
2021-03-24,1165.61,1170.9
2021-03-25,1164.64,1162.0
2021-03-26,1153.13,1164.9
2021-03-29,1180.07,1183.0
2021-03-30,1190.86,1191.2
2021-03-31,1196.24,1191.9
2021-04-01,1226.16,1235.5
2021-04-02,1238.03,1234.0
2021-04-05,1249.9,1257.0
2021-04-06,1255.36,1252.1
2021-04-07,1257.77,1252.0
2021-04-08,1251.81,1243.2
2021-04-09,1253.26,1251.9
2021-04-12,1278.19,1274.6
2021-04-13,1277.35,1271.0
2021-04-14,1290.77,1292.0
2021-04-15,1284.2,1283.9
2021-04-16,1276.87,1273.5
2021-04-19,1306.22,1312.0
2021-04-20,1312.68,1300.0
2021-04-22,1271.53,1261.2
2021-04-23,1301.39,1296.7
2021-04-26,1275.04,1254.0
2021-04-27,1283.81,1265.0
2021-04-28,1294.06,1275.0
2021-04-29,1312.28,1301.0
2021-05-04,1328.03,1320.0
2021-05-05,1346.89,1335.9
2021-05-06,1344.64,1336.5
2021-05-07,1340.73,1323.8
2021-05-10,1370.66,1375.0
2021-05-11,1359.19,1350.1
2021-05-12,1380.17,1382.1
2021-05-13,1370.18,1363.9
2021-05-14,1380.02,1374.0
2021-05-17,1371.36,1367.0
2021-05-18,1378.59,1375.0
2021-05-19,1401.71,1404.9
2021-05-20,1424.92,1425.0
2021-05-21,1425.04,1414.0
2021-05-24,1430.48,1426.0
2021-05-25,1444.01,1438.0
2021-05-26,1455.11,1453.0
2021-05-27,1437.38,1430.0
2021-05-28,1458.78,1462.5
2021-05-31,1474.78,1479.5
2021-06-01,1482.92,1487.6
2021-06-02,1478.85,1481.8
2021-06-03,1504.37,1504.0
2021-06-04,1508.35,1505.9
2021-06-07,1484.1,1485.0
2021-06-08,1438.97,1429.9
2021-06-09,1457.76,1459.0
2021-06-10,1451.18,1453.0
2021-06-11,1487.61,1493.2
2021-06-14,1495.51,1497.5
2021-06-15,1487.04,1491.0
2021-06-16,1465.58,1468.9
2021-06-17,1461.91,1463.9
2021-06-18,1481.3,1485.0
2021-06-21,1478.29,1474.1
2021-06-22,1489.24,1490.4
2021-06-23,1489.53,1490.4
2021-06-24,1486.96,1488.0
2021-06-25,1500.3,1505.0
2021-06-28,1521.41,1523.8
2021-06-29,1529.97,1533.9
2021-06-30,1529.0,1529.2
2021-07-01,1545.14,1549.0
2021-07-02,1554.59,1556.1
2021-07-05,1557.79,1568.0
2021-07-06,1488.42,1501.0
2021-07-07,1538.77,1535.0
2021-07-08,1521.21,1513.0
2021-07-09,1499.96,1497.0
2021-07-15,1430.29,1431.8
2021-07-16,1438.05,1440.0
2021-07-19,1374.15,1368.0
2021-07-20,1411.02,1405.0
2021-07-21,1406.54,1402.0
2021-07-22,1428.48,1427.1
2021-07-26,1403.96,1408.1
2021-07-27,1409.85,1405.3
2021-07-28,1407.5,1407.8
2021-07-29,1427.55,1431.1
2021-07-30,1447.23,1445.0
2021-08-02,1448.21,1447.9
2021-08-03,1469.87,1475.0
2021-08-04,1472.2,1470.9
2021-08-05,1486.46,1487.1
2021-08-06,1476.79,1472.9
2021-08-09,1497.83,1500.5
2021-08-10,1494.41,1494.1
2021-08-11,1487.91,1486.0
2021-08-12,1477.06,1477.1
2021-08-13,1484.25,1485.0
2021-08-16,1500.77,1503.0
2021-08-17,1494.12,1493.0
2021-08-18,1489.54,1490.9
2021-08-19,1505.01,1500.0
2021-08-20,1450.45,1445.0
2021-08-23,1412.0,1411.2
2021-08-24,1418.26,1415.1
2021-08-25,1428.51,1431.5
2021-08-26,1412.45,1406.7
2021-08-27,1418.57,1420.0
2021-08-30,1431.05,1432.9
2021-08-31,1428.66,1427.0
2021-09-01,1426.94,1428.6
2021-09-06,1441.54,1444.6
2021-09-07,1444.1,1441.0
2021-09-08,1433.71,1431.1
2021-09-09,1447.28,1446.0
2021-09-10,1448.33,1447.1
2021-09-13,1444.99,1442.0
